id_feed;code_feed;media_name;language;country;media_code;type_feed;periodicity;url_media;url_feed;date_first_item;active_feed;date_last_item
16471;en_NZL_nzhera_une;New Zealand Herald;en;NZL;nzhera;Une;quotidien;http://www.nzherald.co.nz/;http://rss.nzherald.co.nz/rss/xml/nzhtsrsscid_000000698.xml;21/01/2014;t;
16473;en_NZL_nzhera_int;New Zealand Herald;en;NZL;nzhera;International;quotidien;http://www.nzherald.co.nz/;http://rss.nzherald.co.nz/rss/xml/nzhrsscid_000000002.xml;20/12/2013;t;
1466456;de_DEU_nurnbe_uni;Nürnberger Nachrichten;de;DEU;nurnbe;Unique;quotidien;http://www.nordbayern.de/nuernberger-nachrichten;http://www.nordbayern.de/cmlink/15.423?cid=2.230&locid=2.1831;02/05/2014;t;
10146444;ar_SAU_okazsa_int;Okaz;ar;SAU;okazsa;International;quotidien;http://www.okaz.com.sa/;http://www.okaz.com.sa/new/rss/f_rss.xml;16/10/2015;t;
17354;fr_FRA_ouestf_uni;Ouest France;fr;FRA;ouestf;Unique;quotidien;http://www.ouest-france.fr;http://www.ouest-france.fr/dma-rss_-Toutes-les-DMA-RSS_6346--fils-tous_filDMA.Htm#xtor=RSS-3003;20/12/2013;t;
16432;en_PHL_phildy_uni;Philippine Daily Inquirer;en;PHL;phildy;Unique;quotidien;http://www.inquirer.com.ph/;http://www.inquirer.net/fullfeed;20/12/2013;t;
16238;en_UGA_redpep_int;Red Pepper;en;UGA;redpep;International;quotidien;http://www.redpepper.co.ug;http://www.redpepper.co.ug/?feed=rss2&cat=33;20/12/2013;t;
16240;en_UGA_redpep_gen;Red Pepper;en;UGA;redpep;General;quotidien;http://www.redpepper.co.ug;http://www.redpepper.co.ug/?feed=rss2;20/12/2013;t;
156622;it_ITA_repubb_gen;repubblica;it;ITA;repubb;General;quotidien;http://www.repubblica.it/;http://www.repubblica.it/rss/homepage/rss2.0.xml;14/01/2014;t;
14022;it_ITA_repubb_int;repubblica;it;ITA;repubb;International;quotidien;http://www.repubblica.it/;http://rss.feedsportal.com/c/32275/f/438640/index.rss;20/12/2013;t;
1123;en_BRA_riotim_uni;Rio Times Online;en;BRA;riotim;Unique;quotidien;http://riotimesonline.com/;http://riotimesonline.com/feed/;19/12/2013;t;
928198;en_RUS_russia_int;Russia beyond the Headlines;en;RUS;russia;International;quotidien;http://rbth.co.uk/;http://rbth.com/xml/international.xml;07/04/2014;t;
928247;en_RUS_russia_gen;Russia beyond the Headlines;en;RUS;russia;General;quotidien;http://rbth.co.uk/;http://rbth.com/xml/index.xml;07/04/2014;t;
340133;pl_POL_Rzeczp_une;Rzeczpospolita;pl;POL;Rzeczp;Une;quotidien;http://www.rp.pl/;http://www.rp.pl/rss/2.html;07/02/2014;t;
340135;pl_POL_Rzeczp_int;Rzeczpospolita;pl;POL;Rzeczp;International;quotidien;http://www.rp.pl/;http://www.rp.pl/rss/11.html;07/02/2014;t;
11379774;en_SAU_saudig_uni;Saudi Gazette;en;SAU;saudig;Unique;quotidien;http://www.saudigazette.com.sa/;http://saudigazette.com.sa/rss;10/12/2015;t;
81;en_SAU_saudig_int;Saudi Gazette;en;SAU;saudig;International;quotidien;http://www.saudigazette.com.sa/;http://www.saudigazette.com.sa/rss/wr_rss.xml;19/12/2013;f;09/10/2015
1340651;en_CHN_mopost_brn;South China Morning Post;en;CHN;mopost;Breaking news;quotidien;http://www.scmp.com;http://www.scmp.com/rss/91/feed;22/04/2014;t;
9844;en_CHN_mopost_int;South China Morning Post;en;CHN;mopost;International;quotidien;http://www.scmp.com;http://www.scmp.com/rss/5/feed;19/12/2013;t;
950483;en_KHM_asiglo_uni;Southeast Asia Globe;en;KHM;asiglo;Unique;mensuel;http://sea-globe.com/;http://sea-globe.com/feed/;09/04/2014;t;
54;en_ZAF_soweta_gen;sowetan;en;ZAF;soweta;General;quotidien;http://www.sowetanlive.co.za/;http://www.sowetanlive.co.za/?service=rss;19/12/2013;t;
55;en_ZAF_soweta_brn;sowetan;en;ZAF;soweta;Breaking news;quotidien;http://www.sowetanlive.co.za/;http://www.sowetanlive.co.za/news/?service=rss;04/05/2011;t;
16330;en_SGP_strtim_brn;Straits Times;en;SGP;strtim;Breaking news;quotidien;http://www.straitstimes.com;http://www.straitstimes.com/breaking-news/world/rss.xml;20/12/2013;f;10/04/2014
1341243;en_SGP_strtim_int;Straits Times;en;SGP;strtim;International;quotidien;http://www.straitstimes.com;http://www.straitstimes.com/news/world/rss.xml;22/04/2014;t;
1466193;de_DEU_suddeu_gen;Süddeutsche  Zeitung;de;DEU;suddeu;General;quotidien;http://www.sueddeutsche.de;http://suche.sueddeutsche.de/?output=rss;02/05/2014;t;
16287;en_SWZ_swazio_uni;Swazi Observer;en;SWZ;swazio;Unique;quotidien;http://www.observer.org.sz;http://www.observer.org.sz/feed/index.rss;20/12/2013;t;
1341278;en_VNM_thanhn_gen;Thanh  Nien (news - english version);en;VNM;thanhn;General;quotidien;http://www.thanhniennews.com/;http://www.thanhniennews.com/rss/home.rss;21/04/2014;t;
948221;en_VNM_thanhn_int;Thanh  Nien (news - english version);en;VNM;thanhn;International;quotidien;http://www.thanhniennews.com/;http://www.thanhniennews.com/rss/world-region-10.rss;09/04/2014;t;
3456;en_AUS_theage_une;The Age;en;AUS;theage;Une;quotidien;http://www.theage.com.au/;http://feeds.theage.com.au/rssheadlines/top.xml;19/12/2013;t;
3458;en_AUS_theage_int;The Age;en;AUS;theage;International;quotidien;http://www.theage.com.au/;http://rss.feedsportal.com/c/34696/fe.ed/feeds.theage.com.au/rssheadlines/world.xml;19/12/2013;t;
3463;en_AUS_austra_int;the australian;en;AUS;austra;International;quotidien;http://www.theaustralian.com.au;http://feeds.news.com.au/public/rss/2.0/aus_world_808.xml;19/12/2013;t;
3461;en_AUS_austra_brn;the australian;en;AUS;austra;Breaking news;quotidien;http://www.theaustralian.com.au;http://feeds.news.com.au/public/rss/2.0/aus_news_807.xml;19/12/2013;t;
1341360;en_BGD_bangla_int;the bangladesh today;en;BGD;bangla;International;quotidien;http://thebangladeshtoday.com/;http://thebangladeshtoday.com/international/feed/;22/04/2014;f;27/02/2015
158;en_BGD_bangla_uni;the bangladesh today;en;BGD;bangla;Unique;quotidien;http://thebangladeshtoday.com/;http://thebangladeshtoday.com/feed/;19/12/2013;t;
16313;en_SGP_busine_gen;The Business Times;en;SGP;busine;General;quotidien;http://www.businesstimes.com.sg/;http://www.businesstimes.com.sg/premium/all/rss.xml;20/12/2013;f;07/10/2014
16311;en_SGP_busine_int;The Business Times;en;SGP;busine;International;quotidien;http://www.businesstimes.com.sg/;http://www.businesstimes.com.sg/premium/world/rss.xml;20/12/2013;f;07/10/2014
4282552;en_SGP_busine_une;The Business Times;en;SGP;busine;Une;quotidien;http://www.businesstimes.com.sg/;http://www.businesstimes.com.sg/rss-feed/top-stories;13/01/2015;t;
1249;en_KHM_cambdy_uni;The Cambodia Daily;en;KHM;cambdy;Unique;quotidien;http://www.cambodiadaily.com;http://www.cambodiadaily.com/rss/;19/12/2013;f;02/12/2014
9476;en_AUS_comail_brn;The Courier Mail;en;AUS;comail;Breaking news;quotidien;http://www.couriermail.com.au/;http://feeds.news.com.au/public/rss/2.0/bcm_breaking_news_67.xml;19/12/2013;t;
1341843;en_AUS_comail_une;The Courier Mail;en;AUS;comail;Une;quotidien;http://www.couriermail.com.au/;http://feeds.news.com.au/public/rss/2.0/bcm_top_stories_257.xml;22/04/2014;t;
17243;en_KEN_dailyn_gen;The Daily Nation;en;KEN;dailyn;General;quotidien;http://www.nation.co.ke;http://www.nation.co.ke/-/1148/1148/-/view/asFeed/-/vtvnjq/-/index.xml;20/12/2013;t;
17215;en_KEN_dailyn_int;The Daily Nation;en;KEN;dailyn;International;quotidien;http://www.nation.co.ke;http://www.nation.co.ke/News/world/-/1068/1068/-/view/asFeed/-/hswh9v/-/index.xml;20/12/2013;t;
160;en_BRB_dainat_uni;The Daily Nation (Barbados);en;BRB;dainat;Unique;quotidien;http://www.nationnews.com/;http://www.nationnews.com/site/feed/;19/12/2013;t;
16079;en_GBR_guardi_brn;The Guardian;en;GBR;guardi;Breaking news;quotidien;http://www.theguardian.com/;http://feeds.theguardian.com/theguardian/uk/rss;20/12/2013;t;
16073;en_GBR_guardi_int;The Guardian;en;GBR;guardi;International;quotidien;http://www.theguardian.com/;http://feeds.guardian.co.uk/theguardian/world/rss;20/12/2013;t;
16136;en_ARE_gulfto_int;The Gulf Today;en;ARE;gulfto;International;quotidien;http://gulftoday.ae;http://gulftoday.ae/pages/rss.ashx?id=12;20/12/2013;t;
16149;en_ARE_gulfto_brn;The Gulf Today;en;ARE;gulfto;Breaking news;quotidien;http://gulftoday.ae;http://gulftoday.ae/pages/rss.ashx?id=138;20/12/2013;t;
15966;en_ZWE_herald_int;The Herald;en;ZWE;herald;International;quotidien;http://www.herald.co.zw;http://www.herald.co.zw/category/articles/international/feed/;20/12/2013;t;
15968;en_ZWE_herald_gen;The Herald;en;ZWE;herald;General;quotidien;http://www.herald.co.zw;http://www.herald.co.zw/feed/;20/12/2013;t;
17321;en_ISR_jepost_int;The Jerusalem Post;en;ISR;jepost;International;quotidien;http://www.jpost.com;http://www.jpost.com/Rss/RssFeedsPolitiqueetsocial.aspx;20/12/2013;t;
17319;en_ISR_jepost_une;The Jerusalem Post;en;ISR;jepost;Une;quotidien;http://www.jpost.com;http://www.jpost.com/RSS/RssFeedsFrontPage.aspx;20/03/2014;t;
68;en_DEU_tlocal_uni;The local;en;DEU;tlocal;Unique;quotidien;http://www.thelocal.de/;http://www.thelocal.de/feeds/rss.php;19/12/2013;t;
1351249;en_USA_latime_une;The Los Angeles Times;en;USA;latime;Une;quotidien;http://www.latimes.com/;http://feeds.latimes.com/latimes/news;23/04/2014;f;02/10/2015
1351237;en_USA_latime_int;The Los Angeles Times;en;USA;latime;International;quotidien;http://www.latimes.com/;http://www.latimes.com/world/rss2.0.xml;23/04/2014;t;
11398777;en_USA_latime_gen;The Los Angeles Times;en;USA;latime;General;quotidien;http://www.latimes.com/;http://www.latimes.com/rss2.0.xml;11/12/2015;t;
9638;en_AUS_mercur_une;The Mercury;en;AUS;mercur;Une;quotidien;http://www.themercury.com.au/;http://www.themercury.com.au/rss/mercury-todays-news.xml;19/12/2013;t;
70;en_DEU_munich_uni;The munich eye;en;DEU;munich;Unique;quotidien;http://www.themunicheye.com/;http://www.themunicheye.com/themunicheye.rss;19/12/2013;t;
1351819;en_THA_nation_une;The Nation;en;THA;nation;Une;quotidien;http://www.nationmultimedia.com/index.php;http://www.nationmultimedia.com/home/rss/topstories.rss;23/04/2014;t;
950509;en_THA_nation_brn;The Nation;en;THA;nation;Breaking news;quotidien;http://www.nationmultimedia.com/index.php;http://www.nationmultimedia.com/home/rss/breakingnews.rss;09/04/2014;t;
16458;en_PAK_newint_une;The News International;en;PAK;newint;Une;quotidien;http://www.thenews.com.pk/;http://old.thenews.com.pk/rss/thenews_updates.xml;20/12/2013;t;
16462;en_PAK_newint_int;The News International;en;PAK;newint;International;quotidien;http://www.thenews.com.pk/;http://old.thenews.com.pk/rss/thenews_world.xml;20/12/2013;t;
1501;en_USA_nytime_int;The New York Times;en;USA;nytime;International;quotidien;http://www.nytimes.com;http://www.nytimes.com/services/xml/rss/nyt/World.xml;04/05/2011;t;
1499;en_USA_nytime_gen;The New York Times;en;USA;nytime;General;quotidien;http://www.nytimes.com;http://www.nytimes.com/services/xml/rss/nyt/HomePage.xml;19/12/2013;t;
1500;en_USA_nyintr_gen;The New York Times (International edition);en;USA;nyintr;General;quotidien;http://www.nytimes.com/;http://www.nytimes.com/services/xml/rss/nyt/InternationalHome.xml;19/12/2013;t;
15980;en_ZMB_postzm_uni;The Post;en;ZMB;postzm;Unique;quotidien;http://www.postzambia.com;http://www.postzambia.com/post-articles_rss.php?ver=2;20/12/2013;f;05/08/2014
6433917;en_RUS_petime_une;The Saint Petersburg Times;en;RUS;petime;Une;quotidien;http://www.sptimes.ru/;http://www.themoscowtimes.com/rss/top/;28/04/2015;t;
928295;en_RUS_petime_uni;The Saint Petersburg Times;en;RUS;petime;Unique;quotidien;http://www.sptimes.ru/;http://feeds.feedburner.com/sptimes;07/04/2014;f;31/01/2015
1011547;en_KHM_souasi_int;The Southeast Asia weekly;en;KHM;souasi;International;hebdomadaire;http://www.thesoutheastasiaweekly.com/;http://www.thesoutheastasiaweekly.com/category/world/feed/;15/04/2014;f;27/04/2015
1352586;en_CAN_starca_gen;The Star;en;CAN;starca;General;quotidien;http://www.thestar.com;http://www.thestar.com/feeds.articles.news.rss;23/04/2014;t;
1333;en_CAN_starca_int;The Star;en;CAN;starca;International;quotidien;http://www.thestar.com;http://www.thestar.com/feeds.articles.news.world.rss;19/12/2013;t;
1334;en_CAN_starca_une;The Star;en;CAN;starca;Une;quotidien;http://www.thestar.com;http://www.thestar.com/feeds.topstories.rss;19/12/2013;t;
17290;en_JAM_starjm_brn;The Star (Jamaica);en;JAM;starjm;Breaking news;quotidien;http://jamaica-star.com;http://jamaica-star.com/feed/news.xml;20/12/2013;t;
1352543;en_MYS_starmy_int;The Star (malaisie);en;MYS;starmy;International;quotidien;http://www.thestar.com.my/;http://www.thestar.com.my/RSS/News/World;23/04/2014;t;
1352556;en_MYS_starmy_une;The Star (malaisie);en;MYS;starmy;Une;quotidien;http://www.thestar.com.my/;http://www.thestar.com.my/RSS/Editors-Choice/Main;23/04/2014;t;
1352569;en_MYS_starmy_brn;The Star (malaisie);en;MYS;starmy;Breaking news;quotidien;http://www.thestar.com.my/;http://www.thestar.com.my/RSS/Editors-Choice/News;23/04/2014;t;
9803;en_AUS_mohera_une;The Sydney Morning Herald;en;AUS;mohera;Une;quotidien;http://www.smh.com.au/;http://feeds.smh.com.au/rssheadlines/top.xml;19/12/2013;t;
9805;en_AUS_mohera_int;The Sydney Morning Herald;en;AUS;mohera;International;quotidien;http://www.smh.com.au/;http://feeds.smh.com.au/rssheadlines/world.xml;19/12/2013;t;
15999;en_GBR_ttimes_brn;The Times;en;GBR;ttimes;Breaking news;quotidien;http://www.thetimes.co.uk/;http://www.thetimes.co.uk/tto/news/rss;20/12/2013;t;
1352662;en_GBR_ttimes_int;The Times;en;GBR;ttimes;International;quotidien;http://www.thetimes.co.uk/;http://www.thetimes.co.uk/tto/news/world/rss;21/04/2014;t;
23384;en_IND_tindia_int;The times of India;en;IND;tindia;International;quotidien;http://timesofindia.indiatimes.com;http://timesofindia.feedsportal.com/c/33039/f/533917/index.rss;23/12/2013;t;
23382;en_IND_tindia_brn;The times of India;en;IND;tindia;Breaking news;quotidien;http://timesofindia.indiatimes.com;http://timesofindia.feedsportal.com/c/33039/f/533965/index.rss;23/12/2013;t;
152;en_BHS_tri242_uni;The Tribune 242;en;BHS;tri242;Unique;quotidien;http://www.tribune242.com/;http://www.tribune242.com/rss/headlines/;19/12/2013;t;
1383;en_CAN_vansun_int;The Vancouver Sun;en;CAN;vansun;International;quotidien;http://www.vancouversun.com;http://rss.canada.com/get/?F7432;19/12/2013;t;
1353208;en_CAN_vansun_gen;The Vancouver Sun;en;CAN;vansun;General;quotidien;http://www.vancouversun.com;http://rss.canada.com/get/?F229;23/04/2014;t;
15993;en_USA_wallst_gen;The Wall street journal;en;USA;wallst;General;quotidien;http://online.wsj.com;http://online.wsj.com/xml/rss/3_7011.xml;20/12/2013;t;
15991;en_USA_wallst_int;The Wall street journal;en;USA;wallst;International;quotidien;http://online.wsj.com;http://online.wsj.com/xml/rss/3_7085.xml;20/12/2013;t;
9849;en_CHN_wsasia_uni;The Wall Street Journal Asia;en;CHN;wsasia;Unique;quotidien;http://www.wsj-asia.com/;http://online.wsj.com/xml/rss/3_7013.xml;19/12/2013;t;
9818;en_AUS_westau_brn;The West Australian;en;AUS;westau;Breaking news;quotidien;https://au.news.yahoo.com/thewest/;http://d.yimg.com/au.rss.news.yahoo.com/thewest/breaking.xml;19/12/2013;t;
9816;en_AUS_westau_int;The West Australian;en;AUS;westau;International;quotidien;https://au.news.yahoo.com/thewest/;http://d.yimg.com/au.rss.news.yahoo.com/thewest/world.xml;19/12/2013;t;
16465;en_NGA_thiday_int;This Day;en;NGA;thiday;International;quotidien;http://www.thisdaylive.com;http://www.thisdaylive.com/go/search/?search=News+World&contenttype=article&sort=date&output=rss;20/12/2013;t;
1361799;en_NGA_thiday_brn;This Day;en;NGA;thiday;Breaking news;quotidien;http://www.thisdaylive.com;http://www.thisdaylive.com/go/search/?search=News&contenttype=article&sort=date&output=rss;24/04/2014;t;
1361811;en_MLT_tmalta_int;times of malta;en;MLT;tmalta;International;quotidien;http://www.timesofmalta.com;http://www.timesofmalta.com/rss/world;24/04/2014;t;
16656;en_MLT_tmalta_gen;times of malta;en;MLT;tmalta;General;quotidien;http://www.timesofmalta.com;http://www.timesofmalta.com/rss;20/12/2013;t;
16306;en_SGP_twoday_brn;Today;en;SGP;twoday;Breaking news;quotidien;http://www.todayonline.com;http://www.todayonline.com/hot-news/feed;20/12/2013;t;
1361848;en_SGP_twoday_int;Today;en;SGP;twoday;International;quotidien;http://www.todayonline.com;http://www.todayonline.com/feed/world;23/04/2014;t;
875000;es_VEN_notici_une;Ultimas Noticias;es;VEN;notici;Une;quotidien;http://www.ultimasnoticias.com.ve/;http://www.ultimasnoticias.com.ve/CMSPages/RSS/Un/Actualidad.aspx;02/04/2014;t;
6743251;en_USA_USGEOS_gen;United States Geological Survey;en;USA;USGEOS;General;quotidien;http://www.usgs.gov/;http://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/all_hour.atom;12/05/2015;t;
15983;en_USA_usatdy_une;USA Today;en;USA;usatdy;Une;quotidien;http://www.usatoday.com/;http://rssfeeds.usatoday.com/usatoday-newstopstories&x=1;20/12/2013;t;
1361885;en_USA_usatdy_int;USA Today;en;USA;usatdy;International;quotidien;http://www.usatoday.com/;http://rssfeeds.usatoday.com/usatodaycomworld-topstories&x=1;24/04/2014;t;
853280;pt_BRA_vejaxx_gen;veja;pt;BRA;vejaxx;General;hebdomadaire;http://veja.abril.com.br/;http://feeds.feedburner.com/noticiasveja;31/03/2014;t;
948911;en_VNM_netbri_int;Vietnamnet Bridge;en;VNM;netbri;International;pure-player;http://english.vietnamnet.vn/;http://english.vietnamnet.vn/rss/world-news.rss;09/04/2014;t;
948877;en_VNM_vnnews_gen;Vietnam News;en;VNM;vnnews;General;quotidien;http://vietnamnews.vn/;http://vietnamnews.feedsportal.com/c/35237/f/655031/index.rss;09/04/2014;t;
15986;en_USA_wapost_int;Washington Post;en;USA;wapost;International;quotidien;http://www.washingtonpost.com/;http://feeds.washingtonpost.com/rss/world;20/12/2013;t;
15988;en_USA_wapost_gen;Washington Post;en;USA;wapost;General;quotidien;http://www.washingtonpost.com/;http://feeds.washingtonpost.com/rss/homepage;20/12/2013;t;
11401070;pt_BRA_zeroho_uni;Zero Hora;pt;BRA;zeroho;Unique;quotidien;http://zerohora.clicrbs.com.br/rs/;http://zh.clicrbs.com.br/rs/noticias/ultimas-noticias-rss/;11/12/2015;t;
851954;pt_BRA_zeroho_gen;Zero Hora;pt;BRA;zeroho;General;quotidien;http://zerohora.clicrbs.com.br/rs/;http://br.zerohora.feedsportal.com/c/33341/f/566001/index.rss;31/03/2014;f;08/04/2015
851908;pt_BRA_zeroho_int;Zero Hora;pt;BRA;zeroho;International;quotidien;http://zerohora.clicrbs.com.br/rs/;http://br.zerohora.feedsportal.com/c/33341/f/616332/index.rss;31/03/2014;f;08/04/2015
